rank,tier,objname,ra,dec,glat,glon,dist_best,dist_source,M_Ks,log_L_K,L_K,m_Ks,m_W1,m_W2,dm_trgb,dm_sbf,dm_tf,dm_fp,ttype_lvg,bmag,kmag,z,has_ls_dr10,hyperleda_type,is_lit_host,is_cluster,score_lum,score_lit,score_field,score_dist,total_score
96,1,NGC 1543,63.1798853,-57.7378825,-43.54434414857163,268.4063016486481,19.67886289706844,CF4,-24.022,10.9208,83329734863.43164,7.448,7.2126946,7.2754326,,31.494,,30.956,,,,0.0039220000617206,True,SO,False,False,25.510471204188423,0,20,4.256909682345247,49.767380886533665
78,1,NGC 4036,180.361555,61.895783,54.24645434901442,132.9797627925881,22.11057312450639,CF4,-24.161,10.9764,94710907947.01604,7.562,7.402703,7.429451,,31.727,,,,,,0.0046199997887015,True,E-SO,False,False,27.329842931937115,0,20,2.311541500394887,49.641384432332
99,1,NGC 1052,40.2699937491667,-8.25576443111111,-57.925472987121424,182.01946760601624,19.534396563982572,CF4,-24.003,10.913200000000002,81884179190.0515,7.451,7.285737,7.2461762,,31.454,,,,,,0.0052036000415682,True,E,False,False,25.261780104712038,0,20,4.372482748813942,49.63426285352598
70,1,NGC 1371,53.7556074,-24.9332162,-53.34700649102404,218.95427589371212,23.366840816727315,CF4,-24.212999999999997,10.9972,99357350058.68433,7.63,7.5416155,7.554678,,,32.205,,,,,0.0048799999058246,True,SBa,False,False,28.010471204188402,0,20,1.306527346618147,49.31699855080655
155,1,NGC 2146,94.65713,78.35702,24.896257142333003,135.65342242182803,13.68182373046875,NED-LVS,-23.61771995449693,10.759087981798771,57423278170.47694,7.063,6.4291096,6.090711,,,,,,,,0.0029987411107867,True,,False,False,20.218847571949283,0,20,9.054541015624999,49.27338858757428
93,1,NGC 3945,178.3067743,60.675646,55.02925414485357,135.33020394541808,20.46373176574707,NED-LVS,-24.028924172659952,10.923569669063982,83862859974.95244,7.526,7.430277,7.473694,,,,,,,,0.0042730001732707,True,SO-a,False,False,25.601101736386784,0,20,3.629014587402344,49.230116323789126
162,1,NGC 7814,0.8121263,16.1453085,-45.17479160594727,106.40883176276326,13.551894123510364,CF4,-23.576000000000004,10.742400000000004,55258615563.00826,7.084,6.884805,6.8856263,30.73,30.464,31.135,,,,,0.0035059999208897,True,Sab,False,False,19.672774869110025,0,20,9.158484701191709,48.83125957030174
117,1,NGC 4665,191.2749587,3.0557959,65.87985299032839,299.0575454302861,17.899999618530273,NED-LVS,-23.83826510862287,10.84730604344915,70356794328.91238,7.426,7.1567397,7.1867023,,,,,,,,0.0030420001130551,True,SO-a,False,False,23.105564248990458,0,20,5.680000305175781,48.78556455416624
166,1,NGC 1617,67.9141563,-54.6020803,-41.83484129029248,263.3432895576654,13.399999618530272,NED-LVS,-23.5585239300068,10.73540957200272,54376289862.279915,7.077,6.9928265,7.009348,,,,,,,,0.003565999912098,True,SBa,False,False,19.444030497471154,0,20,9.280000305175783,48.724030802646936
116,1,IC 5267,344.3061783,-43.3958865,-61.80067617877346,350.2376607467911,18.16351931176511,CF4,-23.842,10.8488,70599235789.36682,7.454,7.122487,7.1348686,,,,31.296,,,,0.0057109999470412,True,SO-a,False,False,23.15445026178008,0,20,5.4691845505879115,48.623634812367996
71,1,NGC 5792,224.5945605,-1.091196029,48.42643241795055,355.35296503365373,24.266100950824168,CF4,-24.211999999999996,10.9968,99265880687.10316,7.713,7.5040765,7.463807,,,31.925,,,,,0.0064240000210702,True,SBb,False,False,27.99738219895283,0,20,0.5871192393406655,48.5845014382935
