rank,tier,objname,ra,dec,glat,glon,dist_best,dist_source,M_Ks,log_L_K,L_K,m_Ks,m_W1,m_W2,dm_trgb,dm_sbf,dm_tf,dm_fp,ttype_lvg,bmag,kmag,z,has_ls_dr10
247,1,NGC 4302,185.426257,14.59752426,75.68291582401443,272.516225326202,15.595525028269538,CF4,-23.139000000000003,10.567600000000002,36948771225.39342,7.826,7.465309,7.3669643,,,30.965,,,,,0.0036625338252633,True
248,1,NGC 4179,183.2171497,1.2996971,62.564705756876464,281.62027765539494,16.18825362642106,CF4,-23.125,10.562,36475394692.560875,7.921,7.785167,7.8115067,,,,31.046,,,,0.0043359999544918,True
249,1,MESSIER 082,148.9705,69.67948333333,40.56766575683172,141.40915720394204,3.61,LVG,-23.12253600952829,10.561014403811315,36392710593.389206,4.665,4.227734,3.7603385,27.74,,,,8.0,9.1,4.7,0.0008970000199042,True
250,1,NGC 0955,37.6380813,-1.108385,-54.75776107966347,169.499554180423,23.71373705661655,CF4,-23.122,10.5608,36374748564.26328,8.753,8.612116,8.6086,,,31.875,,,,,0.0049430001527071,True
251,1,NGC 3384,162.0704109,12.6293003,57.75239153448355,233.5221053392472,9.42,LVG,-23.120254513964383,10.560101805585754,36316317606.06608,6.75,6.695779,6.7150903,29.82,30.314,,,-1.0,10.9,6.8,0.0023479999508708,True
252,1,NGC 4981,197.2031586,-6.7774829,55.83440911454952,310.6283036109725,20.941124558508935,CF4,-23.118,10.559200000000002,36240985589.97462,8.487,8.335797,8.241101,,,31.605,,,,,0.0055970000103116,True
253,1,MESSIER 094,192.7210875,41.12045833333,76.00733065339192,123.36308860356095,4.41,LVG,-23.116192947339187,10.558477178935677,36180717819.10044,5.106,4.8711915,4.851145,28.17,28.504,,,2.0,8.7,5.1,0.0010270000202581,True
254,1,NGC 3718,173.14522083333,53.06792166667,60.21675552755527,147.01480249516993,14.958151817321776,NED-LVS,-23.113389683844265,10.557355873537707,36087423274.6496,7.761,7.4660907,7.4541306,,,,,,,,0.0033120000734925,True
255,1,NGC 3203,154.8908696,-26.6988492,24.957115658630983,265.61360500818535,24.738285064697266,NED-LVS,-23.10584794842313,10.554339179369252,35837621584.757576,8.861,8.790801,8.807178,,,,,,,,0.0079859998077154,True
256,1,NGC 4026,179.8545967,50.9616761,64.20364980884219,141.9398285363996,13.6709910820375,CF4,-23.095,10.550000000000002,35481338923.35775,7.584,7.523651,7.5520225,,30.644,30.755,,,,,0.0032893300522118,True
257,1,NGC 1022,39.6363059,-6.6772115,-57.37139599616338,179.01768653230766,20.860258102416992,NED-LVS,-23.092598388084873,10.549039355233951,35402942134.23615,8.504,8.2736845,8.080441,,,,,,,,0.004846999887377,True
258,1,IC 0947,208.1496112,0.818461,59.87252911568302,334.6228593942534,22.41168785095215,NED-LVS,-23.087372825011677,10.546949130004672,35232959938.11017,8.665,9.107043,9.037552,,,,,,,,0.0148200001567602,True
259,1,NGC 4772,193.37150541667,2.16837694444,65.03530317015694,304.14429448333067,19.4217472076416,NED-LVS,-23.083441485353493,10.545376594141398,35105615686.11044,8.358,8.039205,8.10941,,,,,,,,0.0034690666943788,True
260,1,NGC 2967,145.5139174,0.3363436,37.27923603913338,235.37230804975837,24.664287567138672,NED-LVS,-23.077342876483403,10.542937150593362,34908979290.71964,8.883,8.505566,8.366424,,,,,,,,0.0062640001997351,True
261,1,NGC 2992,146.42521098412,-14.32638238047,28.780933167830497,249.706119535185,21.577980041503903,NED-LVS,-23.07405393530996,10.541621574123983,34803392080.7829,8.596,8.202468,7.9244604,,,,,,,,0.0077100000344216,True
262,1,NGC 4339,185.8956246,6.0818129,67.93541829900107,284.21227783276856,20.989398836235235,CF4,-23.074,10.5416,34801663221.50045,8.536,8.33792,8.336421,,31.634,,30.856,,,,0.004222999792546,True
263,1,NGC 4564,189.1124641,11.4392408,73.9206248462409,289.5604143727141,15.907429237502186,CF4,-23.071,10.540400000000002,34705635400.7989,7.937,7.885993,7.922873,,31.004,,31.216,,,,0.0038089998997747,True
264,1,NGC 2950,145.6464124,58.8512681,44.664297430298376,155.1898848140843,15.516722739072344,CF4,-23.069000000000003,10.539600000000002,34641764103.52503,7.885,7.8164935,7.8341393,,30.954,,,,,,0.004410000052303,True
265,1,NGC 7625,350.1253522,17.2256483,-40.46564113073707,93.90777344520886,24.35403823852539,NED-LVS,-23.058854917958435,10.535541967183375,34319580223.78256,8.874,8.638118,8.4576645,,,,,,,,0.0054339999333024,True
266,1,NGC 4691,192.056666,-3.332704,59.529187887323424,301.35130876327156,20.762123107910156,NED-LVS,-23.048358809202004,10.531343523680803,33989401991.059418,8.538,8.0036,7.877376,,,,,,,,0.0037360000424087,True
267,1,NGC 2880,142.3940609,62.4906253,41.76665603519453,151.46127600466698,22.120757764641272,CF4,-23.047000000000004,10.530800000000005,33946890538.00807,8.677,8.516961,8.54805,,31.724,,,,,,0.0051839998923242,True
268,1,NGC 7454,345.2770947,16.3885052,-38.91243829669186,88.11981394107245,24.03255804933244,CF4,-23.046999999999997,10.5308,33946890538.007793,8.857,8.871573,8.879272,,31.904,,,,,,0.0067380000837147,True
269,1,IC 2006,58.6185563,-35.9670969,-50.38590221724099,237.51241638830984,20.174370856119253,CF4,-23.042,10.528800000000002,33790918743.772472,8.482,8.327573,8.3677435,,31.524,,,,,,0.0046100001782178,True
270,1,NGC 4608,190.3054412,10.1557194,72.85748737886769,294.37361206070864,17.330057353270814,CF4,-23.037000000000003,10.5268,33635663574.836323,8.157,7.82782,7.902081,,31.194,,,,,,0.0061710001900792,True
271,1,NGC 5085,200.0740427,-24.4397025,37.96435748908555,311.2703466185166,24.64008140563965,NED-LVS,-23.036210691561312,10.526484276624526,33611220008.28792,8.922,7.788182,7.692852,,,,,,,,0.0065250000916421,True
272,1,NGC 3489,165.0772942,13.9011901,60.9130766757615,234.38350186191263,12.04481128573176,CF4,-23.033999999999995,10.5256,33542853083.26889,7.37,7.307521,7.3101587,,30.404,,,0.0,11.1,7.4,0.0022579999640583,True
273,1,NGC 4654,190.9859328,13.1265864,75.88902930061391,295.4278811493644,14.223287871228198,CF4,-23.03,10.524,33419504002.611496,7.735,7.439162,7.3113265,,,30.765,,,,,0.0034560000058263,True
274,1,NGC 1808,76.9263791666667,-37.5127444444444,-35.90158742230581,241.21161944502865,8.60993752184601,CF4,-23.019000000000005,10.519600000000004,33082627885.57009,6.656,6.32388,6.1299872,,,29.675,,,,,0.0033390000462532,True
275,1,NGC 4319,185.4332399,75.3225487,41.660478386091526,125.44428658637791,23.731809616088867,NED-LVS,-23.015654278174186,10.518261711269677,32980839895.92164,8.861,8.483735,8.284144,,,,,,,,0.0049230000004172,True
276,1,NGC 3081,149.8730965,-22.8263111,25.03427271910821,259.0172308440276,24.262638092041016,NED-LVS,-23.014690101063135,10.517876040425255,32951564593.675575,8.91,8.603844,8.2943945,,,,,,,,0.0081489710137248,True
277,1,NGC 4639,190.7182831,13.2574402,75.98536354852278,294.29518335504247,22.98264453386503,CF4,-23.002,10.512800000000002,32568668220.16715,8.805,8.562936,8.524819,,,32.055,,,,,0.0034190320875495,True
278,1,NGC 6684,282.2412929,-65.1734346,-24.192987830651457,330.33673121005717,10.23,LVG,-23.0003781685608,10.512151267424322,32520054700.106697,7.049,7.098597,7.123773,,30.694,,,0.0,11.3,7.0,0.0029450000729411,True
279,1,NGC 4033,180.1447808,-17.8426126,43.36880150016349,286.1814078967671,21.817249589882987,CF4,-22.996,10.510400000000002,32389183499.687923,8.698,8.573915,8.603436,,31.694,,,,,,0.0053940000943839,True
280,1,NGC 4638,190.6976395,11.4425276,74.18323645233976,295.13582702415795,17.41004926352608,CF4,-22.995,10.510000000000002,32359365692.962944,8.209,8.071792,8.125854,,31.204,,,,,,0.0038429999258369,True
281,1,NGC 5161,202.3079875,-33.1739046,29.03343125653309,311.97364413825613,21.134890398366466,CF4,-22.992,10.5088,32270076875.155388,8.633,8.320381,8.212148,,,31.625,,,,,0.0079690003767609,True
282,1,NGC 3810,175.244858,11.4712144,67.22016437747881,252.9405075518851,15.381546403030342,CF4,-22.982999999999997,10.5052,32003685945.865204,7.952,7.623104,7.4692616,,,30.935,,,,,0.003309000050649,True
283,1,NGC 1389,54.29875,-35.745,-53.88943022300464,237.2264778081911,21.02809837037741,CF4,-22.982,10.5048,31974223032.04937,8.632,8.401682,8.44184,,31.624,,31.086,,,,0.0032555856741964,True
284,1,NGC 1482,58.6624187,-20.5022253,-47.80319685867405,214.1235531062033,19.600000381469727,NED-LVS,-22.978280399045182,10.503312159618076,31864870631.1352,8.483,8.002652,7.70172,,,,,,,,0.0063910000026226,True
285,1,NGC 1386,54.19291666667,-35.99944444444,-53.965718114191105,237.6637061939393,16.173350557998514,CF4,-22.97799999999999,10.5032,31856642365.731106,8.066,7.881398,7.48417,,31.044,,,,,,0.0030521114822477,True
286,1,NGC 4394,186.481827,18.21393,79.32362761941026,268.213051853933,16.879974365234375,NED-LVS,-22.974858913745074,10.501943565498031,31764612777.976097,8.162,7.789509,7.809992,,,,,,,,0.0030749998986721,True
287,1,NGC 0972,38.5555348,29.3113605,-28.42904337170214,148.39511478153588,14.689262776438676,CF4,-22.972,10.500800000000002,31681081593.280632,7.863,7.4474845,7.2370596,,,30.835,,,,,0.0051099997945129,False
288,1,NGC 4469,187.366792,8.750173,70.90155992999408,286.12539889883504,15.878153642056166,CF4,-22.967,10.4988,31535520245.507236,8.037,7.970748,7.9717255,,31.004,,,,,,0.0019620342645794,True
289,1,NGC 5864,227.3898515,3.0528,49.15123226412796,2.862267306334575,21.613140106201172,NED-LVS,-22.96158934383889,10.496635737535556,31378757112.603237,8.712,8.6379175,8.675971,,,,,,,,0.0062879999168217,True
290,1,NGC 0210,10.14591666667,-13.87280555556,-76.50459246769492,111.57321858009664,18.57804455091697,CF4,-22.958,10.4952,31275193114.07986,8.387,7.967614,7.9880486,,,31.345,,,,,0.0054640001617372,True
291,1,NGC 5364,209.0499766,5.0148452,63.03437016672336,340.70605251676864,14.15793779957081,CF4,-22.952999999999996,10.4932,31131496654.47022,7.802,7.6436477,7.6075215,,,30.755,,,,,0.0042276624590158,True
292,1,NGC 4024,179.6302007,-18.3467475,42.75014002500815,285.72611444162396,21.67340087890625,NED-LVS,-22.947635319648526,10.491054127859412,30978053670.384155,8.732,8.7000885,8.739634,,,,,,,,0.0056509999558329,True
293,1,MESSIER 108,167.878806,55.674332,56.25149962987786,148.3143566314618,9.9,LVG,-22.93717597298775,10.4868703891951,30681062064.13329,7.041,6.915693,6.741607,,,29.815,,6.0,10.7,7.0,0.0023219999857246,True
294,1,NGC 4647,190.88470833333,11.58277777778,74.34420744766099,295.7457198831843,15.73982864466219,CF4,-22.936,10.4864,30647849053.70042,8.049,7.489945,7.5041604,,,30.985,,,,,0.0046999999321997,True
295,1,NGC 7314,338.9425065,-26.0504361,-59.742947415905945,27.134879657078898,16.710906143107064,CF4,-22.927,10.4828,30394849687.701195,8.188,7.9044166,7.724796,,,31.115,,,,,0.0047630001790821,True
296,1,IC 5325,352.1811366,-41.3333439,-67.87611462541427,347.68455942297925,18.100000381469727,NED-LVS,-22.92439292011117,10.481757168044467,30321952846.806225,8.364,8.206361,8.156899,,,,,,,,0.0050130002200603,True
297,1,NGC 1596,66.908872,-55.0276849,-42.309395552695634,264.070601980924,15.588344677043889,CF4,-22.914,10.4776,30033088786.76564,8.05,7.8775177,7.897423,,30.964,,,,,,0.0050369999371469,True
298,1,NGC 0718,28.3053445,4.1957792,-55.3039081069635,150.7473801263079,21.399999618530273,NED-LVS,-22.91306882803796,10.477227531215185,30007342218.55275,8.739,8.478281,8.505884,,,,,,,,0.0057810000143945,True
299,1,NGC 7280,336.6149018,16.1481926,-34.23836087306136,79.54256108867155,24.705861360384304,CF4,-22.903999999999996,10.4736,29757743773.728077,9.06,8.985917,9.012805,,31.964,,,,,,0.0061639999039471,True
300,1,NGC 1452,56.342999,-18.6332715,-49.25251427530261,210.37254291752123,20.64778709411621,NED-LVS,-22.901367567053526,10.472547026821411,29685681722.93398,8.673,8.443187,8.474498,,,,,,,,0.0057939998805522,True
301,1,MESSIER 064,194.181963782332,21.6829872268134,84.4233070338837,315.68172735034875,4.41,LVG,-22.89219294733919,10.468877178935678,29435890515.71227,5.33,5.211464,5.196633,28.17,29.324,28.695,,2.0,9.3,5.3,0.0013640000252053,True
302,1,NGC 2732,138.3530509,79.1872842,33.01288990883516,133.42681707976948,23.2396297454834,NED-LVS,-22.888146022899903,10.467258409159962,29326376722.661377,8.943,8.87651,8.890065,,,,,,,,0.0065379999577999,True
303,1,NGC 3198,154.979176,45.549816,54.82891185056577,171.21826426675565,13.539418114050749,CF4,-22.879,10.4636,29080374827.353237,7.779,7.625306,7.55854,,,30.395,,,,,0.002202000003308,True
304,1,NGC 4221,183.9994461,66.2308696,50.510153094935106,128.5338780221701,24.728626781870226,CF4,-22.873,10.461200000000002,28920113962.15499,9.093,8.971023,9.01727,,,,31.966,,,,0.0043861027806997,True
305,1,NGC 4208,183.9140723,13.9015022,74.35780830630222,268.88980727666024,17.745325088500977,NED-LVS,-22.87041979944056,10.460167919776223,28851468282.83512,8.375,8.023413,7.8968763,,,,,,,,-0.0002939999976661,True
306,1,NGC 4631,190.5321791,32.54168628,84.22290481798117,142.81395774691012,7.35,LVG,-22.866436695420976,10.458574678168391,28745818436.240486,6.465,5.9739714,5.7846127,,,,,7.0,9.8,6.5,0.0020349998958408,True
307,1,NGC 6118,245.4525639,-2.2834874,31.469533771513618,11.457742850262148,20.558905959841425,CF4,-22.862000000000005,10.456800000000005,28628592708.72142,8.703,8.048291,7.96085,,,31.565,,,,,0.0052469633519649,True
308,1,NGC 5301,206.602859,46.107468,68.120644410096,96.700557293864,24.740017357925584,CF4,-22.859,10.4556,28549598169.004116,9.108,8.677029,8.567826,,,31.565,,,,,0.005030000116676,True
309,1,NGC 2859,141.0772137,34.5135181,45.40153786548881,190.15531844875673,15.112656593322754,NED-LVS,-22.8577040696795,10.4550816278718,28515541813.49025,8.039,7.645531,7.714274,,,,,,,,0.005630999803543,True
310,1,NGC 3982,179.1172001,55.1252128,60.27385029988787,138.83027759086028,21.817249589882987,CF4,-22.844,10.449600000000002,28157882997.103226,8.85,8.600263,8.442141,,,,,,,,0.0037411500234156,True
311,1,NGC 4270,184.9561193,5.4633939,67.06447221129439,282.3685173644105,23.834168206731523,CF4,-22.842,10.448800000000002,28106062003.34412,9.044,8.948885,8.956715,,,,31.886,,,,0.0077749998308718,True
312,1,NGC 3981,179.0310634,-19.8958872,41.10449054942501,285.5782913166478,18.238957023196377,CF4,-22.842,10.4488,28106062003.34401,8.463,8.187963,8.072381,,,31.305,,,,,0.005747000221163,True
313,1,NGC 4417,186.7109166,9.5843004,71.52062614107523,283.4688827364035,15.951443869276016,CF4,-22.84099999999999,10.4484,28080187281.166332,8.173,8.009753,8.051279,,31.024,,30.496,,,,0.0027620000764727,True
314,1,NGC 3813,175.3275992,36.5468137,72.42215970971161,176.18980036808304,21.928049353504473,CF4,-22.841,10.4484,28080187281.166332,8.864,8.523334,8.331285,,,31.705,,,,,0.0048969998024404,True
315,1,NGC 3726,173.3379772,47.0292224,64.87862241632861,155.37890613860742,13.273944577297389,CF4,-22.838,10.447200000000002,28002705950.1065,7.777,7.5369244,7.4558287,,,30.615,,,,,0.0028820000588893,True
316,1,NGC 3729,173.4557327,53.1255481,60.28262571302998,146.64460169313057,20.549087524414062,NED-LVS,-22.834962709671117,10.445985083868448,27924479311.170696,8.729,8.370349,8.218218,,,,,,,,0.0033340400550514,True
317,1,NGC 0254,11.8651652,-31.4218452,-85.61976065352586,314.11179512754,20.50836944580078,NED-LVS,-22.83165566194875,10.444662264779502,27839553445.139496,8.728,8.514458,8.523099,,,,,,,,0.0054339999333024,True
318,1,NGC 0514,21.0162836,12.9175019,-49.178969000475995,135.1453228157758,24.831331052955715,CF4,-22.831000000000003,10.444400000000002,27822746576.751335,9.144,8.951566,8.87979,,,31.975,,,,,0.0082459999248385,True
319,1,NGC 3756,174.2000609,54.2935918,59.5860267036206,144.57666834927227,20.941124558508935,CF4,-22.826000000000004,10.442400000000005,27694912668.097,8.779,8.514011,8.473739,,,31.605,,,,,0.0043000001460313,True
320,1,NGC 3955,178.4881486,-23.1641365,37.825979398549,286.1398254745016,20.600000381469727,NED-LVS,-22.82433614205698,10.441734456822791,27652503554.50122,8.745,8.344925,8.213147,,,,,,,,0.0049729999154806,True
321,1,NGC 7155,329.0405708,-49.5219376,-49.79194566192152,347.05752530326686,22.779239654541016,NED-LVS,-22.822696118612644,10.441078447445058,27610765497.307537,8.965,8.72289,8.753981,,,,,,,,0.0066080000251531,True
322,1,NGC 3185,154.4106856,21.6882305,54.70382390382379,213.22242044479552,24.717241450161303,CF4,-22.819999999999997,10.44,27542287033.381634,9.145,8.999482,8.947614,,,31.965,,,,,0.0041028382256627,True
323,1,NGC 1512,60.9756928,-43.348794,-48.166153731299566,248.6680347970884,11.455129414455367,CF4,-22.81,10.436000000000002,27289777828.080517,7.485,7.213287,7.1736155,,,30.295,,3.0,11.1,7.5,0.0029949999880045,True
324,1,NGC 1406,54.8468825,-31.3216729,-53.33609972880377,229.7853047855128,19.18668740670289,CF4,-22.807,10.4348,27214477464.543724,8.608,8.123673,7.9236197,,,31.415,,,,,0.0035850000567734,True
325,1,NGC 4478,187.5725785,12.3286641,74.39228428037882,283.3850595743637,17.052968899095873,CF4,-22.804,10.4336,27139384876.415897,8.355,8.237873,8.28352,,31.164,,30.916,,,,0.0044999998062849,True
326,1,NGC 6015,237.85536,62.31007,44.12438019331447,95.69237333448844,17.906058540352948,CF4,-22.795,10.43,26915348039.26925,8.47,8.126043,7.987355,,,31.265,,,,,0.0027789999730885,True
327,1,NGC 1339,52.0273118,-32.2860178,-55.7804283068545,231.22534128948593,19.80614708971741,CF4,-22.791000000000004,10.428400000000003,26816370667.607517,8.693,8.590642,8.631276,,31.474,,31.886,,,,0.0046430001966655,True
328,1,NGC 4138,182.3741696,43.6853081,71.40379192941971,147.30483222768467,15.783379538501448,CF4,-22.789,10.427600000000002,26767018556.259014,8.202,8.049629,8.007138,,30.724,31.655,,,,,0.002915000077337,True
329,1,NGC 2742,136.8901154,60.4793385,39.95640564723061,155.12159141831975,20.844908830972877,CF4,-22.787,10.4268,26717757271.179462,8.808,8.472854,8.380097,,,31.595,,,,,0.0043100002221763,True
330,1,NGC 3067,149.5879768,32.3699757,52.32062026905973,194.222373985186,21.727011788637434,CF4,-22.781,10.424400000000002,26570516703.55084,8.904,8.62786,8.433536,,,31.685,,,,,0.0048411157913506,True
331,1,NGC 2964,145.7259411,31.8473315,49.01738807853312,194.61536104769792,16.865530253887425,CF4,-22.780000000000005,10.424000000000005,26546055619.75558,8.355,7.796584,7.2973924,,,31.135,,,,,0.0043959999457001,True
332,1,NGC 0578,22.61875,-22.66719444444,-80.09219838355702,188.3077983823551,18.57804455091697,CF4,-22.76,10.416,26061535499.988976,8.585,8.313162,8.212331,,,31.345,,,,,0.0054339999333024,True
333,1,NGC 4369,186.1506665,39.3829984,76.53278171166171,145.74455101125756,21.600000381469727,NED-LVS,-22.757268794104235,10.414907517641694,25996059220.38192,8.915,8.667118,8.581962,,,,,,,,0.0033859999384731,True
334,1,NGC 3593,168.65415,12.81767,63.21119916863733,240.4285234715219,10.8,LVG,-22.750118777434743,10.4120475109739,25825427003.43247,7.417,7.265229,7.153449,,,29.705,,1.0,11.9,7.4,0.0020749999675899,True
335,1,NGC 4578,189.377317,9.555069,72.12188726469596,291.6812131050958,16.896626340487042,CF4,-22.735000000000003,10.406000000000002,25468302525.850548,8.404,8.341188,8.39761,,31.124,,31.896,,,,0.0076449997723102,True
336,1,NGC 4340,185.897036,16.7223434,77.75982192403342,269.7308153739686,16.248003352273184,CF4,-22.733000000000004,10.405200000000002,25421431362.04953,8.321,8.140309,8.171347,,31.054,,,,,,0.0031119999475777,True
337,1,NGC 1433,55.506121,-47.2218834,-51.195100957402786,255.6904931159733,9.039999961853027,NED-LVS,-22.72284214321364,10.401136857285458,25184704370.947277,7.058,6.9054003,6.889149,,,,,,,,0.0035890000872313,True
338,1,NGC 7599,349.837731,-42.257011,-65.90637546159013,348.0891991985576,16.710906143107064,CF4,-22.721000000000004,10.400400000000005,25142010301.59038,8.394,8.115913,7.959112,,,31.115,,,,,0.0055080000311136,True
339,1,NGC 7689,353.3197122,-54.0943591,-59.4534417516522,325.633527766716,22.646443075930584,CF4,-22.711,10.3964,24911506965.63862,9.064,8.839281,8.736569,,,31.775,,,,,0.0065709999762475,True
340,1,NGC 5885,228.7673786,-10.0859586,39.03987163809979,350.95554403702414,22.107980728149418,NED-LVS,-22.708745386645216,10.395498154658087,24859830011.228584,9.014,8.668249,8.640886,,,,,,,,0.0066709998063743,True
341,1,NGC 3637,170.1648577,-10.2572458,46.615595700778194,269.3785442947006,20.47387276341641,CF4,-22.693000000000005,10.389200000000002,24501913368.80798,8.863,8.460635,8.540229,,,,31.556,,,,0.0061579998582601,True
342,1,NGC 3949,178.4241452,47.8587188,66.40587458503215,147.63327063646562,18.07174126010927,CF4,-22.680999999999997,10.3844,24232599240.92547,8.604,8.226103,8.07635,,,31.285,,,,,0.0026471647433936,True
343,1,NGC 4380,186.3424118,10.0168156,71.81815036071745,281.9425292473879,15.870843165508694,CF4,-22.671,10.380400000000002,24010433435.693302,8.332,8.363878,8.3932705,,31.004,30.995,,,,,0.0032120000105351,True
344,1,IC 2764,171.7709278,-28.9801817,30.363212533478695,281.5370708526311,24.11274147033691,NED-LVS,-22.664232948974536,10.377693179589816,23861249375.076347,9.247,9.05886,9.084499,,,,,,,,0.0055740000680089,True
345,1,NGC 4660,191.1332584,11.190513,73.97979507952749,296.7850372328037,14.89361077710914,CF4,-22.658999999999995,10.3756,23746521436.51667,8.206,8.105327,8.12636,,30.844,,31.946,,,,0.0036120000295341,True
346,1,NGC 1351,52.6457905,-34.8540558,-55.265803392563505,235.76305001662692,19.46256159361242,CF4,-22.658,10.3752,23724660151.048073,8.788,8.365746,8.373296,,31.444,,31.536,,,,0.0051102018915116,True
347,1,UGC 04551,131.0247548,49.793859,38.27461118425045,169.39431748351794,24.938310623168945,NED-LVS,-22.65633515030648,10.374534060122592,23688309032.14781,9.328,9.239213,9.268175,,,,,,,,0.0057640001177787,True
348,1,NGC 0157,8.6949502,-8.3964146,-70.85773235964814,110.2764297247553,11.66809617060963,CF4,-22.654,10.3736,23637416081.163017,7.681,7.349052,7.204224,,,30.335,,,,,0.0054999999701976,True
349,1,NGC 7418,344.1505011,-37.0299376,-63.86564595605075,3.461007838047011,17.186996953977374,CF4,-22.652,10.372800000000002,23593914430.440575,8.524,8.106613,8.017675,,,31.015,,,,,0.004836999811232,True
350,1,NGC 4096,181.504641,47.478565,67.79086284652234,143.54415514044592,12.331048332289084,CF4,-22.648999999999997,10.3716,23528812019.381733,7.806,7.5886135,7.4473658,,,30.455,,,,,0.0019079999765381,True
351,1,NGC 3377,161.92638083333,13.98591583333,58.31799751772379,231.1776888252224,10.42,LVG,-22.648338594817528,10.371335437927012,23514483180.503937,7.441,7.3193655,7.3722334,30.04,30.224,,,-2.0,11.2,7.4,0.002213864820078,True
352,1,NGC 4062,181.0157981,31.895768,78.65315567449625,185.26552112857635,14.825180851459535,CF4,-22.642000000000003,10.368800000000002,23377604122.74699,8.213,7.948414,7.879705,,,30.855,,,,,0.0025279999244958,True
353,1,NGC 0309,14.177721,-9.9138565,-72.74073930010107,127.31253823435756,23.516942977905273,NED-LVS,-22.64190433061849,10.368761732247398,23375544301.599407,9.215,9.059937,8.95761,,,,,,,,0.0188829991966485,True
354,1,IC 3010,181.9891378,-30.3393697,31.600520483891767,291.91523177682706,23.3450984954834,NED-LVS,-22.638978553029283,10.367591421211714,23312638065.999783,9.202,8.861399,8.871444,,,,,,,,0.0066109998151659,True
355,1,NGC 4324,185.7758224,5.2503335,67.1044009348986,284.5324322972719,16.710906143107064,CF4,-22.633000000000003,10.365200000000002,23184620954.13139,8.482,8.386022,8.359287,,30.954,32.075,,,,,0.0055610002018511,True
356,1,NGC 3412,162.7220591,13.4121871,58.699966530247664,232.8694137533855,11.449855346901892,CF4,-22.623999999999995,10.3616,22993230870.212196,7.67,7.584018,7.6039686,,30.294,,,-1.0,11.4,7.7,0.0028049999382346,True
357,1,NGC 5145,201.3082087,43.2672602,72.46959351848054,102.1273119422546,24.585779190063477,NED-LVS,-22.619419884075075,10.359767953630032,22896439542.060825,9.334,9.019016,8.821535,,,,,,,,0.0040894956327974,True
358,1,NGC 4742,192.9501618,-10.4547818,52.41686280458778,303.0781405703106,15.878153642056166,CF4,-22.619,10.3596,22887586570.62365,8.385,8.275761,8.272559,,31.004,,,,,,0.004236000124365,True
359,1,NGC 3938,178.2059666,44.1207889,69.31906114319666,153.87705133005244,12.178544044494627,NED-LVS,-22.618976855590528,10.359590742236213,22887098685.97256,7.809,7.472501,7.349218,,,,,,,,0.0026950000319629,True
360,1,NGC 4313,185.6605417,11.8008669,73.24848052749243,277.74348516804724,16.474035594357524,CF4,-22.616000000000003,10.358400000000003,22824433121.7352,8.468,8.289463,8.240301,,31.154,30.645,,,,,0.0047733020037412,True
361,1,ESO 380- G 001,183.6880035,-35.5097492,26.766083267896473,294.5763390385179,18.57804455091697,CF4,-22.595999999999997,10.3504,22407840267.860596,8.749,8.436352,8.277126,,,31.345,,,,,0.0089659998193383,True
362,1,NGC 4346,185.8665425,46.9937661,69.38658885669682,136.5748953671222,14.28236080019184,CF4,-22.595,10.35,22387211385.683468,8.179,8.102207,8.11492,,30.774,,,,,,0.0027749999426305,True
363,1,IC 4721,278.6025882,-58.496508,-20.74777065897558,336.7975462476583,20.183663636815595,CF4,-22.595,10.35,22387211385.683468,8.93,8.276405,8.205531,,,31.525,,,,,0.0074550001882016,True
364,1,NGC 3359,161.65351,63.224211,48.59207265147016,143.59652517575503,17.498466886246565,CF4,-22.594,10.349600000000002,22366601494.661884,8.621,8.230493,8.099452,,,31.215,,,,,0.0033819999080151,True
365,1,ESO 059- G 011,114.5500626,-69.4754774,-21.33449018608828,281.3029846225193,21.65049934387207,NED-LVS,-22.580339586538685,10.344135834615477,22086954403.497852,9.097,8.886073,8.898213,,,,,,,,0.0050070001743733,True
366,1,IC 4901,298.5983942,-58.713658,-31.0004879915406,338.60355055063195,19.27524913190937,CF4,-22.58,10.344,22080047330.18906,8.845,8.614757,8.55936,,,31.425,,,,,0.0071319998241961,True
367,1,NGC 5406,210.0838994,38.9154558,71.41592402407304,76.63379925362447,24.16737937927246,NED-LVS,-22.571147798412746,10.3404591193651,21900756640.45314,9.345,9.1694765,9.142914,,,,,,,,0.0179690979421138,True
368,1,NGC 6010,238.579843,0.5430701,38.729826157785055,9.525261687855576,19.998618696327423,CF4,-22.571,10.3404,21897775550.98581,8.934,8.803089,8.808189,,,31.505,,,,,0.0067810001783072,True
369,1,NGC 2715,137.0263083,78.0854043,33.32243974774646,134.72810521061317,17.10015315090287,CF4,-22.57,10.340000000000002,21877616239.49561,8.595,8.438432,8.317148,,,31.165,,,,,0.0044129998423159,True
370,1,IC 3908,194.1692,-7.56245,55.28610088535775,305.2121848789054,21.37660026550293,NED-LVS,-22.54769318085212,10.331077272340847,21432719112.949757,9.102,8.696704,8.511485,,,,,,,,0.004323000088334,True
371,1,NGC 4612,190.3864879,7.3148528,70.0480971371502,295.7269081756345,16.62646796893536,CF4,-22.542,10.3288,21320628358.116615,8.562,8.360851,8.366971,,31.104,,,,,,0.005921000149101,True
372,1,NGC 4402,186.53189,13.113322,74.78596288506651,278.7882599137023,16.0324539069004,CF4,-22.54,10.328,21281390459.82718,8.485,8.065102,7.9614296,,31.064,30.705,,,,,0.0007910000276751,True
