 33 NGVS J123008.39+082507.4 187.5349653  8.4187179 0.021 19.044|0.001 1.210|0.002             0.873|0.001 1.044|0.002              0.212 1
 34 NGVS J123008.69+065353.4 187.5362036  6.8981683 0.017 20.164|0.001 0.982|0.004             0.818|0.003 0.947|0.004              0.109 0
 35 NGVS J123009.17+074127.5 187.5381980  7.6909633 0.021 19.526|0.001 1.316|0.003             0.864|0.002 1.067|0.002              0.086 1
 36 NGVS J123015.56+083445.0 187.5648407  8.5791729 0.020 20.896|0.002 1.258|0.007             0.887|0.004 1.043|0.006              0.049 1
 37 NGVS J123016.65+080454.4 187.5693858  8.0817884 0.022 20.859|0.002 1.035|0.007             0.801|0.004 0.891|0.006              0.074 1
 38 NGVS J123018.06+075024.9 187.5752391  7.8402478 0.021 19.466|0.001 1.175|0.003             0.862|0.002 1.045|0.002              0.210 1
 39 NGVS J123029.94+074755.5 187.6247355  7.7987386 0.021 20.397|0.002 1.185|0.005             0.831|0.003 0.996|0.004              0.053 1
 40 NGVS J123047.31+073619.4 187.6971300  7.6053799 0.019 20.161|0.001 0.982|0.005             0.752|0.003 0.878|0.004              0.282 0
 41 NGVS J123048.49+065420.2 187.7020501  6.9056234 0.017 21.457|0.003 1.144|0.011             0.774|0.006 0.905|0.010              0.094 0
 42 NGVS J123109.91+080405.3 187.7912805  8.0681353 0.024 19.812|0.001 0.977|0.003             0.744|0.002 0.865|0.003              0.124 1
 43 NGVS J123113.76+074811.9 187.8073500  7.8033039 0.020 21.293|0.003 0.993|0.009             0.745|0.006 0.843|0.009              0.056 1
 44 NGVS J123148.91+071620.9 187.9537817  7.2724780 0.019 19.244|0.001 1.237|0.003             0.803|0.002 1.032|0.002              0.205 0
 45 NGVS J123152.37+064659.4 187.9681966  6.7831568 0.021 20.163|0.001 0.972|0.005             0.778|0.003 0.900|0.004              0.157 0
 46 NGVS J123212.59+074047.6 188.0524452  7.6798850 0.021 21.226|0.003 0.944|0.009             0.716|0.006 0.839|0.009              0.098 0
 47 NGVS J123320.46+080226.6 188.3352586  8.0407230 0.019 20.996|0.002 1.011|0.008             0.819|0.005 0.890|0.007              0.059 0
 48 NGVS J123327.85+070649.5 188.3660383  7.1137599 0.023 20.978|0.002 1.143|0.008             0.752|0.005 0.896|0.008              0.168 0
 49 NGVS J123359.09+074244.6 188.4962125  7.7124026 0.022 20.319|0.002 1.124|0.005             0.829|0.003 0.969|0.004              0.021 1
 50 NGVS J123402.20+064950.3 188.5091560  6.8306518 0.022 21.218|0.003 0.939|0.009             0.651|0.006 0.709|0.010              0.084 1
