332 03 38 15.56 -35 32 03.5 [SRH2010] 89 37               1524  23  2
333 03 38 15.61 -35 30 46.0 [SRH2010] 89 56               1719  28  1
334 03 38 15.61 -35 21 35.9 [DRG2004] 80:94               1811  79  2
335 03 38 15.61 -35 28 05.7 [DRG2004] 92:29               1103  38  2
336 03 38 15.62 -35 31 12.2 [SRH2010] 89 49               1410  30  2
337 03 38 15.68 -35 28 24.0 [SRH2010] 89 94               1573  61  2
338 03 38 15.69 -35 26 00.4 [SRH2010] 80 17               1066  15  1
339 03 38 16.03 -35 29 36.2 [SRH2010] 92 28               1604  37  1
340 03 38 16.14 -35 25 40.3 [SRH2010] 82 54               1678  31  1
341 03 38 16.24 -35 25 31.2 [DRG2004] 82:54               1726  37  2
342 03 38 16.25 -35 27 48.7 [SRH2010] 90 107              1170  39  2
343 03 38 16.39 -35 35 43.9 [SRH2010] 12 111              1570  62  1
344 03 38 16.47 -35 30 25.0 [SRH2010] 90 62               2100  30  2
345 03 38 16.48 -35 27 53.4 [SRH2010] 89 104              1088  85  1
346 03 38 16.50 -35 26 19.5 [GDE2009] UCD 27               815  30 11
347 03 38 16.51 -35 31 07.5 [SRH2010] 89 50               1487  29  2
348 03 38 16.66 -35 20 22.8 [SRH2010] 80 115              1432  20  2
349 03 38 16.66 -35 28 30.3 [SRH2010] 89 92               1484  25  2
350 03 38 16.67 -35 29 35.0 [SRH2010] 89 74               1669   9  3
351 03 38 16.73 -35 33 45.2 [DRG2004] 89:11               1585  58  2
352 03 38 16.75 -35 27 56.3 [SRH2010] 90 104              1784  30  2
353 03 38 16.79 -35 28 13.4 [DRG2004] 89:97               1571  61  2
354 03 38 16.83 -35 25 12.8 [DRG2004] 80:31               1390  45  2
355 03 38 16.84 -35 34 44.6 [SRH2010] GS04-M08 184        1630  65  1
356 03 38 16.91 -35 30 20.2 [SRH2010] 89 63               2041  40  2
357 03 38 16.92 -35 25 52.8 [SRH2010] 82 56               1935  65  1
358 03 38 16.94 -35 38 12.5 [SRH2010] 12 66               1483  67  1
359 03 38 17.07 -35 28 04.5 [SRH2010] 92 25               1146  46  1
360 03 38 17.08 -35 26 30.9 [SRH2010] 82 57               1235  12  3
361 03 38 17.13 -35 34 15.7 [SRH2010] 90 2                 817  27  2
