635 20.611 0.005 1 0.844 0.844   0.525   0.083   0.141   0.071  0  0  2
637 19.381 0.005 1 0.605 0.605   0.273   0.014   0.143   0.011 10 10  2
643 20.851 0.005 1 0.839 0.839   0.471   0.079   0.208   0.057  0  0  2
645 20.809 0.006 1 0.859 0.859   0.667   0.096   0.125   0.065  0  0  2
647 20.972 0.007 1 0.892 0.892   0.641   0.127   0.042   0.102  0  0  2
652 21.148 0.007 1 0.891 0.891   0.639   0.124   0.220   0.097  0  0  2
653 20.916 0.006 1 0.907 0.907   0.449   0.125   0.103   0.093  0  0  2
654 21.154 0.007 1 0.886 0.886   0.609   0.112   0.105   0.071  0  0  2
655 19.473 0.002 1 0.853 0.853   0.869   0.049   0.274   0.039 30 30  2
667 20.818 0.007 1 0.842 0.842   0.535   0.073   0.288   0.046  0  0  2
674 21.468 0.009 1 0.991 0.991   0.487   0.072   0.151   0.058  0  0  2
675 20.995 0.006 1 0.853 0.853   0.586   0.092   0.181   0.070  0  0  2
677 20.799 0.006 1 0.887 0.887   0.614   0.113   0.260   0.063  0  0  2
678 21.323 0.007 1 0.921 0.921   0.622   0.108   0.305   0.059  0  0  2
683 20.571 0.004 1 0.910 0.910   0.505   0.093   0.293   0.076  0  0  2
689 21.450 0.008 1 0.892 0.892   0.459   0.153   0.316   0.105  0  0  2
693 21.295 0.007 1 0.919 0.919   0.609   0.130   0.167   0.081  0  0  2
695 21.489 0.009 1 0.922 0.922   0.418   0.152   0.283   0.089  0  0  2
697 20.404 0.007 1 0.595 0.595   0.541   0.022   0.279   0.015 14 14  2
703 21.132 0.006 1 0.905 0.905   0.499   0.130   0.237   0.077  0  0  2
707 20.807 0.004 1 0.882 0.882   0.681   0.077   0.225   0.058  0  0  2
709 21.356 0.008 1 0.899 0.899   0.853   0.079   0.320   0.038  0  0  2
711 20.008 0.003 1 0.799 0.799   0.784   0.030   0.333   0.020 24 24  2
716 21.415 0.009 1 0.883 0.883   0.407   0.144   0.157   0.090  0  0  2
717 21.193 0.007 1 0.921 0.921   0.606   0.173   0.117   0.112  0  0  2
721 20.662 0.005 1 0.841 0.841   0.670   0.084   0.181   0.062  0  0  2
723 21.378 0.007 1 0.878 0.878   0.469   0.145   0.119   0.097  0  0  2
725 21.108 0.006 1 0.989 0.989   0.725   0.218   0.110   0.184  0  0  2
726 21.428 0.008 1 0.842 0.842   0.481   0.106   0.123   0.068  0  0  2
727 20.636 0.004 1 0.844 0.844   0.517   0.062   0.143   0.051  0  0  2
731 21.088 0.006 1 0.936 0.936   0.595   0.140   0.261   0.090  0  0  2
733 21.500 0.010 1 0.929 0.929   0.538   0.251   0.124   0.166  0  0  2
734 20.689 0.004 1 0.929 0.929   0.721   0.112   0.308   0.088  0  0  2
735 21.083 0.005 1 0.861 0.861   0.970   0.062   0.397   0.039  0  0  2
743 21.430 0.010 1 0.930 0.930   0.535   0.096   0.336   0.054  0  0  2
746 21.283 0.020 2 0.941 0.941   0.989   0.307   0.126   0.112  0  0  2
754 21.184 0.006 1 0.801 0.801   0.561   0.073   0.141   0.049  0  0  2
755 20.884 0.005 1 0.898 0.898   0.470   0.111   0.171   0.074  0  0  2
756 17.518 0.001 1 0.566 0.566   0.193   0.001   0.039   0.001 10 10  2
762 20.407 0.004 1 0.887 0.887   0.714   0.071   0.137   0.049 30 30  2
