STAR309 186.750946 11.779984 20.278 0.003 0.503 0.004 0.767 0.005    332  22
STAR310 186.753250 13.088506 19.686 0.002 0.501 0.003 0.731 0.003    133  30
STAR311 186.753403 11.676794 19.215 0.002 0.573 0.002 0.819 0.002    -20   8
STAR312 186.756165 12.823739 20.717 0.004 0.560 0.005 0.831 0.006   -295  39
STAR313 186.764297 12.058766 18.360 0.001 0.475 0.001 0.702 0.001     80  11
STAR314 186.772156 12.875508 20.372 0.003 0.499 0.004 0.721 0.004   -149  67
STAR315 186.775452 13.042695 18.221 0.001 0.562 0.001 0.804 0.001     62   8
STAR316 186.777252 12.395708 19.316 0.002 0.773 0.002 1.166 0.003    -49  13
STAR317 186.783066 13.130861 20.258 0.003 0.614 0.004 0.963 0.004     -8  22
STAR318 186.784088 12.270869 18.193 0.001 0.740 0.001 1.157 0.001     80  10
STAR319 186.789276 12.605022 20.286 0.003 0.498 0.004 0.698 0.004    208  17
STAR320 186.790726 13.003014 18.533 0.001 0.687 0.001 1.016 0.002    -35  11
STAR321 186.791214 12.224724 17.621 0.001 0.758 0.001 1.231 0.001    -29   8
STAR322 186.793915 11.922270 19.524 0.002 0.667 0.003 0.971 0.003     47  11
STAR323 186.794403 12.047247 20.656 0.004 0.547 0.005 0.830 0.006    426  18
