object_id,original_name,source_id,ra,dec,g_mag,r_mag,re_pc,ls_dr10_id,ls_type,ls_g_mag,ls_r_mag,ls_i_mag,ls_z_mag,ls_xmatch_dist
2015ApJ._0024,J123006.13+122435.3,2015ApJ...812...34L,187.5255256,12.4098184,20.594,,,10995538441804389,REX,20.624909809485313,19.969579838486336,19.731391649452082,19.569474072210767,
2015ApJ._0025,J123007.57+123631.0,2015ApJ...812...34L,187.5315491,12.6086113,19.052,,,10995538441804701,REX,19.076722263001255,18.42617096851481,18.177302277243832,18.028205512491425,
2015ApJ._0026,J123009.82+123736.5,2015ApJ...812...34L,187.5409141,12.6267936,21.041,,,10995539917149544,PSF,21.1146835001054,20.514644389804758,20.301565767010285,20.189679014447123,
2015ApJ._0027,J123010.00+123604.7,2015ApJ...812...34L,187.5416814,12.6012962,21.497,,,10995538441805261,REX,21.547854765569543,20.948143234950397,20.727091793062208,20.61349808795552,
2015ApJ._0028,J123011.07+124721.7,2015ApJ...812...34L,187.5461272,12.7893612,20.576,,,10995539917149798,REX,20.60147900252091,19.984009695931135,19.74618013163942,19.617499226819394,
2015ApJ._0029,J123016.54+121556.8,2015ApJ...812...34L,187.568917,12.2657885,20.037,,,10995536965411404,REX,20.017994984203046,19.423723149812055,19.215597248978714,19.105506658142627,
2015ApJ._0030,J123019.63+120924.6,2015ApJ...812...34L,187.581807,12.1568307,21.079,,,10995536965412157,PSF,21.174696364767115,20.611555692190002,20.42864260913331,20.341032833499494,
2015ApJ._0031,J123020.05+115518.7,2015ApJ...812...34L,187.583509,11.9218754,19.343,,,10995535487969037,SER,19.06696277166309,18.456499104605303,18.213351257185032,18.089649446861987,
2015ApJ._0032,J123021.83+122402.4,2015ApJ...812...34L,187.5909557,12.400672,19.932,,,10995538441807776,REX,19.975068111547667,19.225789617911474,18.913280879549884,18.696156503324833,
2015ApJ._0033,J123022.97+123148.7,2015ApJ...812...34L,187.5957005,12.5302086,19.753,,,10995538441808002,REX,19.740704531756286,19.137964208089574,18.90675001418102,18.803364038898835,
2015ApJ._0034,J123025.75+122621.1,2015ApJ...812...34L,187.6073036,12.4391949,20.461,,,10995538441808603,REX,20.501445061295136,19.889287038692327,19.67192829313687,19.558789126914384,
2015ApJ._0035,J123026.56+122044.6,2015ApJ...812...34L,187.6106637,12.3457239,20.376,,,10995536965413940,REX,20.42296587981493,19.808460687627434,19.58390066219766,19.48460768689081,
2015ApJ._0036,J123026.89+122331.1,2015ApJ...812...34L,187.6120793,12.3919745,19.928,,,10995538441808886,REX,19.96806822947825,19.324285406805004,19.085054315989506,18.93982335130745,
2015ApJ._0037,J123029.91+123822.2,2015ApJ...812...34L,187.624635,12.6394879,20.466,,,10995539917153427,REX,20.464732266509937,19.948197600235908,19.757535978970417,19.670845412369573,
2015ApJ._0038,J123030.86+121841.7,2015ApJ...812...34L,187.6285824,12.3115772,19.735,,,10995536965415125,REX,19.747040734051975,19.104975847214412,18.864464912317246,18.743112130276337,
2015ApJ._0039,J123031.44+125156.6,2015ApJ...812...34L,187.6310053,12.8657287,20.133,,,10995539917153743,REX,20.121605196467172,19.407751981437958,19.089246555412416,18.90832981194417,
2015ApJ._0040,J123031.53+122602.6,2015ApJ...812...34L,187.6313759,12.4340546,20.296,,,10995538441810335,REX,20.31168581496214,19.71631601851084,19.511231309468272,19.409498744118842,
2015ApJ._0041,J123033.43+122954.3,2015ApJ...812...34L,187.6392871,12.4984422,19.236,,,10995538441810958,REX,19.15489798401513,18.531278896215678,18.298888841910802,18.16898268704947,
2015ApJ._0042,J123034.12+122246.5,2015ApJ...812...34L,187.6421756,12.3795711,21.333,,,10995538441811171,PSF,21.575763551379058,20.96106695187511,20.750549289401018,20.68952073338104,
2015ApJ._0043,J123035.02+123452.7,2015ApJ...812...34L,187.645906,12.5813054,20.506,,,10995538441811401,SER,20.21418760063372,19.61001849715413,19.390685255851334,19.285599362816676,
2015ApJ._0044,J123036.52+122152.8,2015ApJ...812...34L,187.6521566,12.3646753,20.549,,,10995536965416784,PSF,20.695139407405254,20.08697186855918,19.876598453841257,19.815831854539695,
2015ApJ._0045,J123039.16+122132.5,2015ApJ...812...34L,187.6631525,12.3590152,20.717,,,10995536965417573,PSF,20.829205304737727,20.210053508357277,20.04638394561317,19.92652766908794,
2015ApJ._0046,J123041.81+122341.2,2015ApJ...812...34L,187.6742275,12.3947905,21.18,,,10995538442846688,SER,20.739388991097627,20.13781376133553,19.888771134187056,19.76723069026483,
2015ApJ._0047,J123043.25+122212.4,2015ApJ...812...34L,187.6802149,12.3701094,21.207,,,10995536966452178,SER,20.858904837471147,20.235973420495903,20.02737799967393,19.969862390803808,
2015ApJ._0048,J123045.34+122033.5,2015ApJ...812...34L,187.6889027,12.342631,20.679,,,10995536966452782,PSF,20.6999845257959,20.168971991246977,19.98474504781433,19.977175673458692,
2015ApJ._0049,J123046.50+122017.7,2015ApJ...812...34L,187.6937513,12.3382606,20.786,,,10995536966453118,PSF,20.774511461771116,20.253917188607318,20.063211524189526,20.04126247666977,
2015ApJ._0050,J123047.40+123301.7,2015ApJ...812...34L,187.6974884,12.5504714,19.463,,,10995538442847815,REX,19.47228906186306,18.784594119752335,18.501187466296575,18.339429588300636,
2015ApJ._0051,J123047.66+120825.2,2015ApJ...812...34L,187.6985647,12.1403408,19.732,,,10995536966453439,REX,19.7554788629927,19.179829687366848,18.981304423684726,18.86487000295897,
2015ApJ._0052,J123047.70+122430.5,2015ApJ...812...34L,187.6987573,12.4084661,19.779,,,10995538442847858,DEV,19.493072891243074,18.898620444096657,18.66128534082209,18.55639602795979,
2015ApJ._0053,J123048.19+123510.7,2015ApJ...812...34L,187.7008418,12.5863658,19.135,,,10995538442847931,REX,19.14172710614017,18.503538007026876,18.269808032930214,18.140636236518418,
2015ApJ._0054,J123049.28+123718.2,2015ApJ...812...34L,187.7053422,12.6217134,19.951,,,10995538442848092,REX,19.96748042256496,19.328778031798496,19.092127469542525,18.962347417009106,
2015ApJ._0055,J123049.49+121426.9,2015ApJ...812...34L,187.7062251,12.2408141,20.574,,,10995536966453902,REX,20.626994985672084,20.002509754825876,19.758873588873552,19.654854439431457,
2015ApJ._0056,J123051.07+122611.9,2015ApJ...812...34L,187.7127756,12.4366444,19.674,,,10995538442848374,PSF,19.76615880540595,19.07100295417614,18.800321358848358,18.64169585581763,
2015ApJ._0057,J123051.65+121409.9,2015ApJ...812...34L,187.7152156,12.2360794,21.05,,,10995536966454383,REX,21.109848007759652,20.529897412813067,20.32286738792961,20.217040431225033,
2015ApJ._0058,J123051.75+122053.3,2015ApJ...812...34L,187.7156252,12.34814,20.806,,,10995536966467196,DUP,,,,,
2015ApJ._0059,J123053.88+121712.4,2015ApJ...812...34L,187.7245095,12.2867885,21.104,,,10995536966454896,REX,21.092671344934967,20.443984690209337,20.201351963194316,20.057092032904016,
2015ApJ._0060,J123054.66+122022.6,2015ApJ...812...34L,187.7277335,12.3396047,21.301,,,10995536966455103,PSF,21.37205220230645,20.9232690030308,20.766914339947,20.833757862539848,
2015ApJ._0061,J123101.47+121924.5,2015ApJ...812...34L,187.7561416,12.3234824,19.654,,,10995536966456885,REX,19.651618238153823,18.93269649318115,18.624140135904288,18.442782629932818,
2015ApJ._0062,J123102.14+122749.7,2015ApJ...812...34L,187.7589066,12.463804,20.648,,,10995538442850649,REX,20.62121475391763,20.04934418780942,19.855099502773367,19.747829975429315,
2015ApJ._0063,J123102.59+123414.1,2015ApJ...812...34L,187.7607769,12.5705885,19.793,,,10995538442850754,REX,19.809297247218513,19.23478184557965,19.009672572862065,18.910574288904357,
2015ApJ._0064,J123103.69+123213.0,2015ApJ...812...34L,187.7653609,12.5369543,20.012,,,10995538442851006,REX,20.048608167516342,19.465479170993365,19.2513630519177,19.146155912456187,
2015ApJ._0065,J123104.35+131042.5,2015ApJ...812...34L,187.7681395,13.1784863,20.265,,,10995542863646584,PSF,20.36170587602483,19.65824018958559,,19.21252379049211,
2015ApJ._0066,J123104.43+122321.2,2015ApJ...812...34L,187.7684426,12.3892326,20.67,,,10995538442851184,REX,20.791105275850043,20.222962248855186,20.02003864492649,19.97320516618952,
2015ApJ._0067,J123104.80+131436.6,2015ApJ...812...34L,187.7699768,13.2435029,20.64,,,10995542863646671,REX,20.60831380474113,20.04015774557381,19.8394434494613,19.717204304657812,
2015ApJ._0068,J123110.14+121627.9,2015ApJ...812...34L,187.7922721,12.2744269,21.207,,,10995536966459433,REX,21.333700256554707,20.732024760426867,20.502587590896212,20.39080033755893,
2015ApJ._0069,J123111.31+123001.0,2015ApJ...812...34L,187.7971024,12.5002931,20.759,,,10995538442852916,REX,20.826511825775178,20.142477618417104,19.867771915631124,19.726276708220094,
2015ApJ._0070,J123116.32+121845.4,2015ApJ...812...34L,187.8180104,12.3126096,20.94,,,10995536966461065,REX,20.967916167674343,20.34872496744594,20.121823326947787,20.00557357648944,
2015ApJ._0071,J123120.00+121158.1,2015ApJ...812...34L,187.8333318,12.1994729,20.482,,,10995536966461928,DEV,20.53971104549905,19.918496105159058,19.702937884814503,19.575703951064618,
2015ApJ._0072,J123124.75+122525.8,2015ApJ...812...34L,187.8531412,12.4238373,19.799,,,10995538442855532,REX,19.83269190544329,19.221826910258493,19.005475139854674,18.88400157473509,
2015ApJ._0073,J123125.25+121931.8,2015ApJ...812...34L,187.855191,12.3254925,20.225,,,10995536966463168,REX,20.222003670650697,19.64766588964528,19.446334842083626,19.345466035937914,
2015ApJ._0074,J123128.36+122503.6,2015ApJ...812...34L,187.868163,12.4176659,19.322,,,10995538442856171,REX,19.314956854193646,18.676486680471484,18.439343116722426,18.301175821701293,
2015ApJ._0075,J123131.70+124130.4,2015ApJ...812...34L,187.8820942,12.6917714,19.494,,,10995539918202259,REX,19.42248437793491,18.78412715390636,18.528123021174913,18.410229793982175,
2015ApJ._0076,J123135.13+123459.4,2015ApJ...812...34L,187.8963932,12.5831576,20.097,,,10995538442857425,REX,20.143402043817453,19.452987423152862,19.16962420997903,19.014276054548034,
2015ApJ._0077,J123137.44+121740.7,2015ApJ...812...34L,187.9059957,12.2946473,20.599,,,10995536966465923,REX,20.637268108425758,20.074463869940228,19.873715465403368,19.77022994794326,
2015ApJ._0078,J123138.53+115923.9,2015ApJ...812...34L,187.9105228,11.9899637,20.776,,,10995535489021219,REX,20.809045128307798,20.20698888768942,19.985675037484736,19.870223158191408,
2015ApJ._0079,J123145.95+122721.1,2015ApJ...812...34L,187.9414762,12.4558597,21.342,,,10995538443895648,REX,21.369760666694297,20.812593670967335,20.61448791435051,20.525711869725576,
2015ApJ._0080,J123157.60+124929.6,2015ApJ...812...34L,187.9899987,12.824881,20.315,,,10995539919244060,REX,20.34692045831853,19.757827813284027,19.551357801479913,19.436672122488755,
2015ApJ._0081,J123157.99+131534.1,2015ApJ...812...34L,187.9916397,13.2594794,19.657,,,10995542864693668,REX,19.641538096223897,19.050962050303127,18.85729909781179,18.737796382395555,
2015ApJ._0082,J123204.35+122030.3,2015ApJ...812...34L,188.0181367,12.3417639,19.642,,,10995536967505216,REX,19.661790060395777,19.040064466665314,18.82106009119105,18.67588138165196,
2015ApJ._0083,J123214.45+120159.0,2015ApJ...812...34L,188.0602008,12.0330727,20.65,,,10995535490064990,REX,20.647662488705233,19.99402289300378,19.75189711731475,19.594657921935692,
2015ApJ._0084,J123214.58+120305.3,2015ApJ...812...34L,188.060739,12.0514896,19.446,,,10995535490065042,REX,19.435941665814525,18.781985060345953,18.53578610779334,18.379521295533763,
2015ApJ._0085,J123221.10+121613.4,2015ApJ...812...34L,188.087928,12.2703999,20.773,,,10995536967509301,REX,20.766169779762663,20.184290802231878,19.977552519250178,19.85764806403624,
2015ApJ._0086,J123223.49+115755.0,2015ApJ...812...34L,188.0978941,11.9652688,20.191,,,10995535490067105,REX,20.210932363045,19.552413116234845,19.305878020651956,19.15882364739454,
2015ApJ._0087,J123225.37+121956.8,2015ApJ...812...34L,188.1056843,12.3324523,20.516,,,10995536967510342,REX,20.514318528159098,19.949753302785332,19.74148875113836,19.633654297101124,
2015ApJ._0088,J123244.97+120411.6,2015ApJ...812...34L,188.1873822,12.0699039,21.538,,,10995535491105937,REX,21.5477620320744,20.950682029153853,20.73815638111762,20.62765530267967,
2015ApJ._0089,J123256.67+115104.7,2015ApJ...812...34L,188.2361303,11.8512962,20.193,,,10995534011568550,REX,20.212086445491785,19.6560841699555,19.454793513505855,19.33916240141368,
2015ApJ._0090,J123329.47+121017.4,2015ApJ...812...34L,188.3727924,12.171518,20.567,,,10995536968560004,REX,20.572031572663708,19.993462957851094,19.777987083745384,19.669886810568048,
2015ApJ._0091,J123346.31+115702.3,2015ApJ...812...34L,188.4429573,11.9506379,20.996,,,10995535492154456,DEV,21.02347982896531,20.31213452123348,19.993647304071654,19.810985986410902,
2015ApJ._0092,J123359.60+114730.9,2015ApJ...812...34L,188.4983267,11.7919191,21.375,,,10995534012616802,REX,21.400036939139188,20.82931257241337,20.613844479020067,20.507623955471896,
2020ApJ._0001,KV19-001,2020ApJ...899..140W,198.276663062,-42.9938052793,,,,10995227119590399,PSF,18.23586362289636,17.93407413383717,,17.910771986253735,
2020ApJ._0002,KV19-002,2020ApJ...899..140W,198.322490705,-43.5831975011,,,,10995224913379657,DUP,,,,,
2020ApJ._0003,KV19-003,2020ApJ...899..140W,198.334218113,-43.1145928216,,,,10995227119592500,SER,17.923601461578713,16.961514750055052,,16.277188200852272,
2020ApJ._0007,KV19-007,2020ApJ...899..140W,198.376762679,-43.1425739944,,,,10995226014386215,PSF,19.436902983604675,18.67824257582582,,18.322098451676236,
2020ApJ._0008,KV19-008,2020ApJ...899..140W,198.426764091,-42.2927609052,,,,10995230462454096,PSF,18.684885055260864,17.890920632678373,,17.549636871786007,
2020ApJ._0009,KV19-009,2020ApJ...899..140W,198.455043937,-42.3597190793,,,,10995230462455146,PSF,18.96244770671267,17.84143289905528,17.559875123008407,17.27441466859937,
2020ApJ._0011,KV19-011,2020ApJ...899..140W,198.4954062,-43.2892245025,,,,10995226015433214,PSF,16.510755923965004,16.03682445355557,,15.874246251702942,
2020ApJ._0013,KV19-013,2020ApJ...899..140W,198.539680319,-42.4961173937,,,,10995229343624044,SER,17.76098264023153,16.868573805410396,16.484297138828254,16.25244377842642,
2020ApJ._0015,KV19-015,2020ApJ...899..140W,198.563355535,-42.9490771756,,,,10995227120637009,PSF,19.013845012005802,17.878893507352608,,17.051894384854283,
2020ApJ._0016,KV19-016,2020ApJ...899..140W,198.600420855,-42.2555718082,,,,10995230463495955,PSF,15.387265447167291,15.02372575758939,15.262230954721836,14.917709754027278,
2020ApJ._0017,KV19-017,2020ApJ...899..140W,198.621532553,-43.1272970474,,,,10995226015443394,DUP,,,,,
2020ApJ._0019,KV19-019,2020ApJ...899..140W,198.626936934,-41.9521825804,,,,10995231587573513,PSF,17.65624601717234,17.08857512810833,17.051670925895724,16.8853562527932,
2020ApJ._0020,KV19-020,2020ApJ...899..140W,198.671002701,-43.2605254677,,,,10995226015438637,SER,16.452082306722314,15.432080056375153,,14.662948632019537,
2020ApJ._0022,KV19-022,2020ApJ...899..140W,198.739795372,-42.6802781504,,,,10995228231076067,SER,17.906628971018844,16.874041492707086,16.41723187598665,16.133696148849737,
2020ApJ._0024,KV19-024,2020ApJ...899..140W,198.76413208,-42.6138215639,,,,10995229344667750,PSF,17.627581955631044,16.80994401739403,16.758481853667796,16.275758251330252,
2020ApJ._0026,KV19-026,2020ApJ...899..140W,198.834614894,-41.7468423159,,,,10995232716887586,PSF,15.923848135233293,15.33165889211519,15.227978277749061,15.129790758412136,
2020ApJ._0028,KV19-028,2020ApJ...899..140W,198.856940249,-41.8579953707,,,,10995232716888487,PSF,17.125448860484248,16.464321218705717,16.246308874291795,16.174248822463195,
2020ApJ._0029,KV19-029,2020ApJ...899..140W,198.857226897,-41.8579599657,,,,10995232716888495,PSF,17.516938686549583,16.439916387872714,16.105997880413284,15.948563016078623,
2020ApJ._0030,KV19-030,2020ApJ...899..140W,198.877302206,-41.7903216825,,,,10995232716889265,SER,17.354997848048875,16.289169134649747,15.824943922725787,15.524261750502138,
2020ApJ._0031,KV19-031,2020ApJ...899..140W,198.884187965,-43.038921952,,,,10995227121684971,PSF,17.052906561476632,16.65174264781634,,16.50274855546908,
2020ApJ._0032,KV19-032,2020ApJ...899..140W,198.888634405,-43.0503749966,,,,10995227121685124,PSF,18.87622890948136,18.119684426177372,,17.708991739428818,
2020ApJ._0033,KV19-033,2020ApJ...899..140W,198.892925667,-42.8826791088,,,,10995227121685256,PSF,17.23348597858326,16.25854014470032,,15.692740725078982,
2020ApJ._0036,KV19-036,2020ApJ...899..140W,198.915336774,-43.0670934303,,,,10995227121685926,PSF,18.924725731538842,18.318802866304623,,18.036083758482036,
2020ApJ._0042,KV19-042,2020ApJ...899..140W,198.979459929,-41.6183702395,,,,10995233850393533,PSF,18.3080046763932,17.74976434420872,17.65657122221616,17.526247155203244,
2020ApJ._0043,KV19-043,2020ApJ...899..140W,198.984120847,-42.3041159304,,,,10995230464546521,PSF,18.22026905964049,17.114634110190067,16.69162807766393,16.434348826755652,
2020ApJ._0046,KV19-046,2020ApJ...899..140W,199.007371261,-41.5448050766,,,,10995233850394764,PSF,19.19833373898811,18.721191628216857,18.570381791723914,18.53306716513404,
2020ApJ._0049,KV19-049,2020ApJ...899..140W,199.049182975,-42.8885912342,,,,10995227121690395,SER,17.205419415007192,16.157900917631203,,15.349354268149362,
2020ApJ._0050,KV19-050,2020ApJ...899..140W,199.066237834,-42.2512723611,,,,10995230464549659,PSF,18.223403977542155,17.159412590595238,16.865608531232976,16.638948573289447,
2020ApJ._0051,KV19-051,2020ApJ...899..140W,199.070945017,-43.1332627321,,,,10995226016487813,DUP,,,,,
2020ApJ._0052,KV19-052,2020ApJ...899..140W,199.076321457,-42.1807380961,,,,10995230464550067,SER,17.129677677047688,16.206624705729517,15.8395066294703,15.539756239571588,
2020ApJ._0055,KV19-055,2020ApJ...899..140W,199.110974339,-42.3646615259,,,,10995230464551436,DEV,17.582769307201843,16.633142404367657,16.20322043053227,15.943529047587395,
2020ApJ._0056,KV19-056,2020ApJ...899..140W,199.126467918,-41.5480079918,,,,10995233850399712,SER,17.920548570872263,16.930840061948548,16.486260837839623,16.203156304513428,
2020ApJ._0057,KV19-057,2020ApJ...899..140W,199.126989541,-41.5487814873,,,,10995233850399734,SER,17.197703012126496,16.208219428495646,15.78817237952558,15.507275143759149,
2020ApJ._0058,KV19-058,2020ApJ...899..140W,199.144308513,-41.9493090726,,,,10995231589664411,SER,18.00157946889578,16.95022717407776,16.5123689243374,16.23328860550531,
2020ApJ._0059,KV19-059,2020ApJ...899..140W,199.144888786,-41.645341284,,,,10995232717935037,PSF,14.839146436450344,13.775747106212693,13.413114038641432,13.359787954374028,
2020ApJ._0063,KV19-063,2020ApJ...899..140W,199.199395011,-42.0423443672,,,,10995231589666762,PSF,16.804083076270835,16.024697564312802,15.671158302611868,15.557528404342854,
2020ApJ._0064,KV19-064,2020ApJ...899..140W,199.221307588,-42.5919684317,,,,10995229345720468,PSF,15.02273870820164,14.301022261104453,,14.046933338233858,
2020ApJ._0065,KV19-065,2020ApJ...899..140W,199.221748033,-42.4256152188,,,,10995229345720489,PSF,19.18175702837523,18.180001704873103,,17.653271730887006,
2020ApJ._0066,KV19-066,2020ApJ...899..140W,199.243989115,-42.8074543849,,,,10995228232130091,SER,18.278631556817484,17.767089835746738,17.267830457979496,17.10624671619246,
2020ApJ._0067,KV19-067,2020ApJ...899..140W,199.250129077,-41.7555986222,,,,10995232717939170,PSF,18.215271888121645,17.40132797731476,17.102152942450022,16.979831039651003,
2020ApJ._0071,KV19-071,2020ApJ...899..140W,199.307030064,-41.6243785868,,,,10995233851441744,SER,17.118085103724876,16.046464303449394,15.545157623136818,15.22969562862879,
2020ApJ._0072,KV19-072,2020ApJ...899..140W,199.321355396,-43.3115336525,,,,10995226017532108,PSF,,17.15501538881374,,,
2020ApJ._0075,KV19-075,2020ApJ...899..140W,199.39730596,-41.9505534924,,,,10995231589675064,PSF,17.763446634085188,17.20013741945663,17.00061411318683,16.978781927355158,
2020ApJ._0076,KV19-076,2020ApJ...899..140W,199.414075534,-42.7633907091,,,,10995228233172940,PSF,17.75419414944841,16.907265992482955,,16.48120097514487,
2020ApJ._0077,KV19-077,2020ApJ...899..140W,199.421828924,-41.8309274437,,,,10995232718981397,SER,16.952396441392672,15.944026227965052,15.49215558873969,15.209282394707392,
2020ApJ._0078,KV19-078,2020ApJ...899..140W,199.471954979,-43.3208922724,,,,10995226017536082,PSF,18.49646326643927,17.99436724696752,,17.61877081622751,
2020ApJ._0079,KV19-079,2020ApJ...899..140W,199.497281234,-41.4321194889,,,,10995233851448681,PSF,18.909295502022655,18.453034111182276,18.33795935001579,18.295138533759136,
2020ApJ._0080,KV19-080,2020ApJ...899..140W,199.507599639,-42.8844533463,,,,10995227123780266,PSF,17.98212750648181,17.38815967896351,,17.14788677094261,
2020ApJ._0081,KV19-081,2020ApJ...899..140W,199.512736203,-43.3738594204,,,,10995226018578772,PSF,,15.330742166824756,,,
2020ApJ._0082,KV19-082,2020ApJ...899..140W,199.530342,-42.2174148152,,,,10995230466638681,PSF,16.827639425077713,15.660616544846206,15.370754421657693,15.094297678589179,
2020ApJ._0083,KV19-083,2020ApJ...899..140W,199.538521223,-41.4852634415,,,,10995233851450156,SER,16.715402313387894,15.867589451530787,15.450337835401324,15.233022620695667,
2020ApJ._0084,KV19-084,2020ApJ...899..140W,199.540406992,-42.0676070216,,,,10995231590715577,SER,17.186750743951862,16.09825913382302,15.614291918661277,15.327908362740072,
2020ApJ._0086,KV19-086,2020ApJ...899..140W,199.622471274,-42.5722936327,,,,10995229346770860,PSF,18.049659600296913,17.37203502303544,17.25440543610752,17.200907046075677,
2020ApJ._0087,KV19-087,2020ApJ...899..140W,199.630738026,-41.1614323915,,,,10995234989148855,PSF,18.46487209339549,17.548460501076963,17.272359952366198,17.119720404608476,
2020ApJ._0088,KV19-088,2020ApJ...899..140W,199.640876351,-42.5016927084,,,,10995229347808045,PSF,16.018095514122365,14.799698265180707,14.424686679738622,14.401167789755373,
2020ApJ._0090,KV19-090,2020ApJ...899..140W,199.664358959,-41.2276297916,,,,10995234989150004,SER,15.741349489613745,14.765276273759314,14.29536863322362,14.025276572820177,
2020ApJ._0092,KV19-092,2020ApJ...899..140W,199.682574451,-42.3805388511,,,,10995229347809545,DEV,18.80229837567358,17.85805908947885,17.454945865855258,17.20131234931123,
2020ApJ._0093,KV19-093,2020ApJ...899..140W,199.694797004,-41.1718921791,,,,10995234989151074,PSF,16.607853267294715,15.563956877431313,15.80602604851557,15.141751288048749,
2020ApJ._0098,KV19-098,2020ApJ...899..140W,199.769251663,-41.4889007938,,,,10995233852503343,DUP,,,,,
2020ApJ._0100,KV19-100,2020ApJ...899..140W,199.776021379,-41.782050529,,,,10995232720030858,SER,17.932421984715347,16.887530149101863,16.40856754817667,16.11964911153089,
2020ApJ._0101,KV19-101,2020ApJ...899..140W,199.778650985,-43.1769658438,,,,10995226018586301,PSF,17.131817730893438,16.507770283093162,,16.223182498909637,
2020ApJ._0102,KV19-102,2020ApJ...899..140W,199.790627486,-42.141788933,,,,10995230466648340,PSF,18.713647319557584,17.93123273229328,17.662492625773044,17.56343958392564,
2020ApJ._0105,KV19-105,2020ApJ...899..140W,199.81116716,-43.100788364,,,,10995227124827577,PSF,19.25651457274241,18.42793898477537,,17.859722006365722,
